epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
132,12997.6,0.78088,0.47993,0.01207,0.87382,0.79207,0.87783,0.6514,1.12325,0.90462,0.02693,0.0105465,0.0035155,0.0105465,0.0035155,0.0105465,0.0035155,0.0105465,0.0035155
133,13101.5,0.77533,0.4587,0.01203,0.87499,0.79326,0.87473,0.65175,1.11498,0.90752,0.0266,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466
134,13204.5,0.76339,0.46171,0.01188,0.87056,0.82991,0.88112,0.65331,1.12806,0.82328,0.02694,0.0102495,0.0034165,0.0102495,0.0034165,0.0102495,0.0034165,0.0102495,0.0034165
135,13307.6,0.76511,0.4701,0.01175,0.87595,0.81378,0.87905,0.65067,1.12111,0.85195,0.02676,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367
136,13410.9,0.75615,0.45414,0.01172,0.88766,0.82258,0.88016,0.65253,1.1317,0.84647,0.02707,0.0099525,0.0033175,0.0099525,0.0033175,0.0099525,0.0033175,0.0099525,0.0033175
137,13514.1,0.75365,0.46001,0.01161,0.88259,0.82258,0.88057,0.65615,1.12872,0.84931,0.02692,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268
138,13617.5,0.74076,0.44771,0.01132,0.86854,0.84457,0.87899,0.65206,1.13489,0.82565,0.0271,0.0096555,0.0032185,0.0096555,0.0032185,0.0096555,0.0032185,0.0096555,0.0032185
139,13720,0.75127,0.46015,0.01165,0.86719,0.81818,0.87849,0.64953,1.13522,0.87465,0.02721,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169
140,13823.8,0.75346,0.46136,0.01152,0.85713,0.82689,0.87721,0.65017,1.13598,0.90032,0.02724,0.0093585,0.0031195,0.0093585,0.0031195,0.0093585,0.0031195,0.0093585,0.0031195
141,13926.8,0.74889,0.45643,0.01155,0.88497,0.80645,0.88052,0.65403,1.13345,0.88633,0.02726,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307
142,14030.1,0.74635,0.45929,0.01164,0.87747,0.80938,0.87933,0.65123,1.13204,0.88338,0.0273,0.0090615,0.0030205,0.0090615,0.0030205,0.0090615,0.0030205,0.0090615,0.0030205
143,14133.5,0.74464,0.45678,0.01143,0.83479,0.83724,0.87791,0.65493,1.12749,0.91603,0.02711,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971
144,14236.7,0.73573,0.44689,0.0113,0.84125,0.83919,0.87397,0.65388,1.12443,0.88991,0.02714,0.0087645,0.0029215,0.0087645,0.0029215,0.0087645,0.0029215,0.0087645,0.0029215
145,14339.7,0.74214,0.44607,0.01154,0.8574,0.82845,0.87655,0.65766,1.11995,0.86337,0.02693,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872
146,14443.2,0.72939,0.45634,0.01128,0.85387,0.82253,0.87538,0.65305,1.12308,0.86898,0.02704,0.0084675,0.0028225,0.0084675,0.0028225,0.0084675,0.0028225,0.0084675,0.0028225
147,14547.3,0.72892,0.45757,0.01105,0.85413,0.80792,0.86995,0.64957,1.12418,0.90217,0.02713,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773
148,14650.7,0.72679,0.43255,0.01128,0.85452,0.81822,0.86994,0.65122,1.12062,0.91257,0.02695,0.0081705,0.0027235,0.0081705,0.0027235,0.0081705,0.0027235,0.0081705,0.0027235
149,14753.7,0.72892,0.44346,0.01119,0.84874,0.82274,0.87398,0.65304,1.11814,0.92327,0.02689,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674
150,14857.2,0.72182,0.43389,0.01112,0.88184,0.79882,0.87408,0.65158,1.12271,0.94008,0.027,0.0078735,0.0026245,0.0078735,0.0026245,0.0078735,0.0026245,0.0078735,0.0026245
151,14960.6,0.7144,0.4431,0.011,0.86211,0.81085,0.86868,0.64478,1.13085,0.93857,0.02727,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575
152,15063.4,0.71065,0.42835,0.01084,0.88629,0.79032,0.87712,0.65335,1.1351,0.91448,0.02745,0.0075765,0.0025255,0.0075765,0.0025255,0.0075765,0.0025255,0.0075765,0.0025255
153,15166.2,0.71582,0.43505,0.01092,0.83194,0.82845,0.87357,0.65198,1.13877,0.91323,0.02745,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476
154,15269.5,0.70147,0.42659,0.01075,0.858,0.83281,0.88095,0.65423,1.14424,0.9029,0.0276,0.0072795,0.0024265,0.0072795,0.0024265,0.0072795,0.0024265,0.0072795,0.0024265
155,15373.3,0.7032,0.42803,0.01086,0.8453,0.83322,0.88088,0.65167,1.14495,0.90432,0.02765,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377
156,15476.7,0.69668,0.4191,0.01069,0.85095,0.82991,0.8783,0.6525,1.13386,0.92886,0.02728,0.0069825,0.0023275,0.0069825,0.0023275,0.0069825,0.0023275,0.0069825,0.0023275
157,15580,0.69724,0.4235,0.01074,0.8658,0.81085,0.87644,0.64978,1.13784,0.93941,0.02733,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278
158,15683.4,0.69137,0.43093,0.01057,0.88177,0.79832,0.88045,0.65299,1.13905,0.92616,0.02729,0.0066855,0.0022285,0.0066855,0.0022285,0.0066855,0.0022285,0.0066855,0.0022285
159,15786.4,0.69496,0.43412,0.01075,0.8668,0.80645,0.87682,0.65094,1.13961,0.92728,0.02731,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179
160,15889,0.69082,0.42372,0.01053,0.86381,0.81232,0.88066,0.65322,1.1456,0.91527,0.02754,0.0063885,0.0021295,0.0063885,0.0021295,0.0063885,0.0021295,0.0063885,0.0021295
161,15992.7,0.6893,0.42447,0.01048,0.87003,0.79505,0.88313,0.65447,1.15004,0.92288,0.02765,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208
162,16095.5,0.67719,0.41337,0.01057,0.87794,0.80157,0.88039,0.65187,1.15274,0.92144,0.02774,0.0060915,0.0020305,0.0060915,0.0020305,0.0060915,0.0020305,0.0060915,0.0020305
163,16198.2,0.6903,0.41757,0.01061,0.86032,0.81277,0.88025,0.65259,1.14942,0.92965,0.02758,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981
164,16301.7,0.66777,0.4059,0.01025,0.86997,0.80499,0.87361,0.64667,1.1496,0.94414,0.0276,0.0057945,0.0019315,0.0057945,0.0019315,0.0057945,0.0019315,0.0057945,0.0019315
165,16405.3,0.67705,0.40541,0.01035,0.87137,0.80499,0.87878,0.6516,1.15324,0.91735,0.02781,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882
166,16508.9,0.67816,0.41377,0.01033,0.85482,0.81158,0.87713,0.64551,1.15158,0.92417,0.02771,0.0054975,0.0018325,0.0054975,0.0018325,0.0054975,0.0018325,0.0054975,0.0018325
167,16612.1,0.66294,0.40839,0.01019,0.85052,0.81762,0.88127,0.64992,1.14728,0.92899,0.02759,0.005349,0.001783,0.005349,0.001783,0.005349,0.001783,0.005349,0.001783
168,16715.3,0.66727,0.40351,0.01015,0.84999,0.82252,0.88159,0.65139,1.14554,0.93358,0.02752,0.0052005,0.0017335,0.0052005,0.0017335,0.0052005,0.0017335,0.0052005,0.0017335
169,16818.1,0.65724,0.39746,0.01011,0.86021,0.81818,0.87991,0.65164,1.14418,0.93456,0.02746,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684
170,16921.7,0.65595,0.39466,0.01015,0.85243,0.82155,0.87726,0.64884,1.14618,0.93582,0.0275,0.0049035,0.0016345,0.0049035,0.0016345,0.0049035,0.0016345,0.0049035,0.0016345
171,17025,0.66239,0.40188,0.01017,0.87045,0.80938,0.87703,0.64687,1.14654,0.93517,0.02757,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585
172,17128.1,0.65667,0.4017,0.01014,0.87451,0.80792,0.87662,0.64627,1.14759,0.94386,0.02761,0.0046065,0.0015355,0.0046065,0.0015355,0.0046065,0.0015355,0.0046065,0.0015355
173,17231.3,0.63871,0.38574,0.00966,0.87245,0.79912,0.87954,0.65118,1.14378,0.95347,0.02751,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486
174,17334.5,0.64758,0.38258,0.00977,0.85696,0.81378,0.87828,0.65101,1.13815,0.97256,0.02737,0.0043095,0.0014365,0.0043095,0.0014365,0.0043095,0.0014365,0.0043095,0.0014365
175,17438.2,0.646,0.37771,0.00983,0.8693,0.81525,0.88275,0.65431,1.13985,0.9645,0.02743,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387
176,17541.6,0.64635,0.38671,0.01002,0.86726,0.80938,0.88133,0.6538,1.13662,0.97378,0.02736,0.0040125,0.0013375,0.0040125,0.0013375,0.0040125,0.0013375,0.0040125,0.0013375
177,17645.3,0.63399,0.37298,0.00965,0.86443,0.80205,0.87799,0.6502,1.14459,0.96816,0.02753,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288
178,17749.1,0.63786,0.39075,0.00975,0.86146,0.81672,0.87817,0.65034,1.14381,0.9755,0.02753,0.0037155,0.0012385,0.0037155,0.0012385,0.0037155,0.0012385,0.0037155,0.0012385
179,17853.7,0.63593,0.3823,0.00964,0.8825,0.80205,0.87991,0.65122,1.15065,0.9707,0.02767,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189
180,17958,0.63537,0.38394,0.00967,0.87032,0.80691,0.87976,0.65002,1.15205,0.96747,0.02775,0.0034185,0.0011395,0.0034185,0.0011395,0.0034185,0.0011395,0.0034185,0.0011395
181,18062.5,0.62911,0.37861,0.00953,0.88482,0.79974,0.8807,0.64956,1.1547,0.96508,0.02783,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109
182,18167.4,0.64608,0.37899,0.00989,0.88699,0.79407,0.88165,0.65086,1.15397,0.96479,0.02782,0.0031215,0.0010405,0.0031215,0.0010405,0.0031215,0.0010405,0.0031215,0.0010405
183,18271.8,0.63362,0.37629,0.00973,0.89348,0.78886,0.87992,0.64893,1.15491,0.96982,0.02785,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991
184,18376.7,0.63224,0.378,0.00953,0.90654,0.78226,0.87973,0.65104,1.15418,0.96825,0.02777,0.0028245,0.0009415,0.0028245,0.0009415,0.0028245,0.0009415,0.0028245,0.0009415
185,18479.3,0.62584,0.36934,0.0095,0.90027,0.78592,0.87965,0.65051,1.15547,0.97196,0.02776,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892
186,18583.2,0.61882,0.36673,0.00938,0.90496,0.78299,0.88012,0.65191,1.15401,0.98247,0.02774,0.0025275,0.0008425,0.0025275,0.0008425,0.0025275,0.0008425,0.0025275,0.0008425
187,18686.9,0.61139,0.3644,0.00943,0.87718,0.80637,0.8793,0.65141,1.16094,0.97028,0.02792,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793
188,18790,0.61926,0.37004,0.00931,0.88889,0.80938,0.88089,0.65385,1.15848,0.97159,0.02783,0.0022305,0.0007435,0.0022305,0.0007435,0.0022305,0.0007435,0.0022305,0.0007435
189,18893.1,0.6089,0.35611,0.00922,0.88552,0.8166,0.88057,0.65396,1.15874,0.97678,0.0278,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694
190,18996.7,0.60709,0.36453,0.00924,0.87436,0.81672,0.8815,0.65549,1.16227,0.96851,0.02796,0.0019335,0.0006445,0.0019335,0.0006445,0.0019335,0.0006445,0.0019335,0.0006445
191,19109.7,0.44728,0.16036,0.00912,0.87988,0.81818,0.88211,0.65426,1.1651,0.97297,0.02801,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595
192,19205.6,0.4214,0.13749,0.00849,0.87499,0.80938,0.87974,0.65209,1.16487,0.97532,0.02801,0.0016365,0.0005455,0.0016365,0.0005455,0.0016365,0.0005455,0.0016365,0.0005455
193,19300.8,0.41848,0.13806,0.00837,0.86966,0.80224,0.87779,0.65109,1.16906,0.98534,0.02808,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496
194,19393.5,0.3992,0.129,0.008,0.87995,0.79765,0.87765,0.65028,1.17022,0.97741,0.02809,0.0013395,0.0004465,0.0013395,0.0004465,0.0013395,0.0004465,0.0013395,0.0004465
195,19488.6,0.39602,0.12712,0.00798,0.87632,0.80059,0.87613,0.64732,1.17063,0.96733,0.02818,0.001191,0.000397,0.001191,0.000397,0.001191,0.000397,0.001191,0.000397
196,19583.4,0.39521,0.12724,0.00783,0.88367,0.80194,0.87811,0.64904,1.18075,0.94677,0.02851,0.0010425,0.0003475,0.0010425,0.0003475,0.0010425,0.0003475,0.0010425,0.0003475
197,19678.7,0.38788,0.12482,0.00783,0.87696,0.79912,0.87725,0.64645,1.17686,0.9531,0.02835,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298
198,19774.6,0.39034,0.12396,0.00789,0.88881,0.79698,0.87911,0.64761,1.17726,0.94905,0.02836,0.0007455,0.0002485,0.0007455,0.0002485,0.0007455,0.0002485,0.0007455,0.0002485
199,19868.2,0.38682,0.12408,0.00778,0.88952,0.79765,0.87775,0.64654,1.17965,0.95588,0.02844,0.000597,0.000199,0.000597,0.000199,0.000597,0.000199,0.000597,0.000199
200,19963.9,0.37585,0.12156,0.00755,0.86896,0.80352,0.87653,0.64671,1.17985,0.95847,0.02842,0.0004485,0.0001495,0.0004485,0.0001495,0.0004485,0.0001495,0.0004485,0.0001495
